city,district_ar,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details_ar,details
Riyadh,حي الرمال,Al-Rimal neighborhood,Northern East,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,60000,"درج داخلي للايجار الرمال التعمير
وجهه شمال شرقى على شارعين زاويه
مساحه الفيلا 350متر 
مدخل سياره
مشب 
مجلس رجال كبير
مقلط
صاله كبيره بمدخل للنساء
مجلس نساء
غرف كبار سن
مطبخ راكب 
مكيفات راكب
الدور الثاني 3 غرف نوم منهم وحده ماستر
الدور الثالث غرف نوم...","Internal staircase for rent in Al-Rammal Al-Tameer
It faces northeast on two corner streets
The villa area is 350 square meters 
Car entrance
It's okay 
A large council of men
Mocked
A large hall with an entrance for women
Women's Council
Seniors' rooms
Fixed kitchen 
Rack air conditioners
The second floor has 3 bedrooms, including a master bedroom
Third floor bedrooms..."
Riyadh,حي الرمال,Al-Rimal neighborhood,Northern West,280,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40000,"للايجار فله بحي الرمال التعمير 
موقع فوق الممتاز جديده مره ما انسكنت
علي شارعين 
بها مشب ومجلس ومقلد وصاله كبيره ومطبخ و3. غرف فوق منهم واحده ماستر وغرفه شغاله وسطح و5 دورات مياه
ايجارها 40الف 
للاستفسار 
0554526211","For rent, in Al-Rimal Al-Tameer neighborhood 
Super excellent location, new, never lived
On two streets 
It has a barbecue, a sitting room, a living room, a large hall, a kitchen, and 3 rooms. Rooms above, including one master, a maid's room, a rooftop, and 5 bathrooms
Its rent is 40 thousand 
For inquiries 
0554526211"
Riyadh,حي العليا,Olaya district,South,500,22,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000,فيلا دورين,Two-storey villa
Riyadh,حي السليمانية,Sulaymaniyah neighborhood,North,300,28,6,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,95000,,#VALUE!
Riyadh,حي الياسمين,Al-Yasmine neighborhood,East,375,3,5,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,95000,للأيجار فيلا درج صاله في حي الياسمين مربع ٢٤ مساحه ٣٧٥م  تتكون من الأرضي استقبال مدخل سياره غرفه سايق مجلس رجال مقلط صاله وربع غرف نوم كل غرفه بحمام في السطح ثلاث غرف نوم   الا يجار ٩٥ الف راكب مطبخ بدون مكيفات للتواصل جوال ابو يوسف 0503733355,"For rent, a villa with hall stairs in the Yasmine neighborhood, square 24, area of ​​375 square meters, consisting of the ground floor, reception, car entrance, driver’s room, men’s sitting room, hall and a quarter of bedrooms, each room with a bathroom, on the roof, three bedrooms for rent, 95,000 occupants, kitchen without air conditioning. Contact Abu Youssef’s mobile phone 0503733355"
Riyadh,حي الملز,Al-Malaz district,North,462,10,5,5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,140000,"فيلا كبيرة تم تحديثها عام ٢٠١١م دور رئيسي ارضىي مكيفات اسبلت استقبال ومطبخ جاهز رئيسي مع غرفة نوم رئيسية مكيف اسبلت  ملحق بها دورة مياه
 دور علوي عدد ٤ غرف نوم مكيف اسبلت ملحق بها دورة مياه و عدد ٢ غرف نوم مكيف اسبلت بدون دورة مياه وصالة مجهزة بمطبخ ...","A large villa, modernized in 2011, main floor, ground floor, split air conditioners, reception and main ready kitchen, with a master bedroom with split air conditioning and attached bathroom.
 Upper floor: 4 bedrooms with split air conditioning and attached bathroom, 2 bedrooms with split air conditioning without bathroom, and a hall equipped with a kitchen..."
Riyadh,حي ظهرة لبن,Dhahrat Laban neighborhood,South,450,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000,فيلا درج صاله للايجارمستخدمه,"Villa with hall stairs for rent, used"
Riyadh,حي الرمال,Al-Rimal neighborhood,East,330,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,"فيلا درج داخلي للإيجار مساحه ٣٣٠ الرمال التعمير شارع ٢٠تحت مجلس مقلط صاله غرفه كبار سن ومجلس حريم ر فوق ٣ غرف نوم وصاله
مطلوب ٥٠ ألف سنوي قابل للتفاوض للصامل","Villa with internal stairs for rent, area 330, Al-Rimal Al-Tameer, 20th Street, under a mixed council hall, a room for the elderly and a harem council, above 3 bedrooms and a hall.
50 thousand annually is required, negotiable for the full"
Riyadh,حي القادسية,Al-Qadisiyah neighborhood,North,384,0,5,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,"تنسيق مسبق
لايجار فيلا جديدة حي القادسية
الارضي
مجلس+مقلط+غرفتين+صالة+مطبخ+مستودع+3دورات مياه
علوي(1)
غرفةماستر+غرفتين نوم+صالة+دورةمياه
علوي(2)
غرفة خادمة+دورة مياه+سطح
★غرفة سائق
★مدخل سيارة
★مشب
★حوش خلفي
★مؤسس ألياف بصرية+كميرات مراقبة
الايجار
80...","Advance coordination
For rent, a new villa in Al-Qadisiyah district
Ground
Hall + living room + two rooms + hall + kitchen + warehouse + 3 bathrooms
upper(1)
Master room + two bedrooms + lounge + bathroom
upper(2)
Maid's room + bathroom + roof
★Driver room
★Car entrance
★Mashb
★Rear yard
★Founder of fiber optics + surveillance cameras
Rent
80..."
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...","Duplex villa for rent in a very excellent location near Lubna Olayan Compound and the International American School. The villa consists of:



######ground floor######
Front yard and small back yard
council
Spacious hall
Installed kitchen (opens to the hall and courtyard)

######the second floor######
4..."
Riyadh,حي العارض,Al-Arid neighborhood,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,110000,"فيلا لليجار حي دانه الياسمين 
مؤثثه بالكامل اثاث جديد 
الدور الارضي مجلس خارجي
 مجلس رجال وصاله استقبال كبير 
ومطبخ مع كامل اجهزته
 ودورتين مياه
 مدخل خاص بالرجال ومدخل بالنساء 
الدور الثاني صاله غرفه نوم رئيسيه 
وغرفتين اضافيه ودورتين مياه 
الدور ال...","Villa for rent in Dana Al Yasmeen neighborhood 
Fully furnished with new furniture 
Ground floor, external hall
 A men's council and a large reception hall 
And a kitchen with all its appliances
 And two bathrooms
 An entrance for men and an entrance for women 
The second floor is a hall and a master bedroom 
Two additional rooms and two bathrooms 
The role..."
Riyadh,حي الصحافة,Al Sahafa District,West,375,2,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,"للايجار فيلا درج صاله بحى الصحافة 
عبارة عن مدخل سيارة حوش واسع 
مجلس رجال ومجلس نساء 
ملقط وصاله مطبخ 
الدور العلوي 
5 غرفه نوم منهم غرفتين نوم ماستر 
وصاله 
السطح غرفه شغاله غرفه غسل 
والسطح واسع 
المطبخ راكبه المكيفات راكبه 
الفيلا مجدي بكامل 
قري...","For rent, a villa with stairs in the hall in Al-Sahafa district 
It is a spacious car entrance 
A council for men and a council for women 
Tongs and kitchen hall 
The upper floor 
5 bedrooms, including two master bedrooms 
A hall 
The roof is a maid's room and a washing room 
The surface is wide 
The kitchen is working, the air conditioners are working 
The villa is Magdy Kamel 
Village..."
Riyadh,حي العارض,Al-Arid neighborhood,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000,"فيلا لليجار حي دانه الياسمين 
مؤثثه بالكامل اثاث جديد 
الدور الارضي مجلس خارجي
 مجلس رجال وصاله استقبال كبير 
ومطبخ مع كامل اجهزته
 ودورتين مياه
 مدخل خاص بالرجال ومدخل بالنساء 
الدور الثاني صاله غرفه نوم رئيسيه 
وغرفتين اضافيه ودورتين مياه 
الدور ال...","Villa for rent in Dana Al Yasmeen neighborhood 
Fully furnished with new furniture 
Ground floor, external hall
 A men's council and a large reception hall 
And a kitchen with all its appliances
 And two bathrooms
 An entrance for men and an entrance for women 
The second floor is a hall and a master bedroom 
Two additional rooms and two bathrooms 
The role..."
Riyadh,حي العقيق,Al-Aqiq neighborhood,North,480,5,5,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,0,180000,"للإيجار فيلا ممتازه vip حي عقيق الموسى مكونه من الدور الارضي غرفة سائق بدورة مياه ملحق خرجي كراج سيارة حوش كبير
مجلس و مقلط و صاله كبيره و مطبخ و دورين مياه 
الدور الاول مكون من ٤ اجنحه وصاله كبيره و ٤ دورات مياه 
الدور الثاني مكون من غرفتين و صاله و...","For rent, an excellent VIP villa in Aqiq Al-Mousa neighborhood, consisting of the ground floor, a driver’s room, a bathroom, an outdoor extension, a car garage, and a large yard.
A sitting room, a living room, a large hall, a kitchen, and two bathrooms 
The first floor consists of 4 suites, a large hall, and 4 bathrooms 
The second floor consists of two rooms, a hall and..."
Riyadh,حي العارض,Al-Arid neighborhood,West,330,0,5,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,75000,"فيلا للايجار عوائل في حي العارض
مدخل سيارة و ملحق خارجي صغير و مجلس و مقلط و صالة مطبخ و فوق اربع غرف نوم نوم و فوق غرفة شغالة و سطح كبير و عدد 6 حمام
الإيجار 75الف دفعتين
بدون شئ راكب","Villa for rent for families in Al-Arid neighborhood
A car entrance, a small external extension, a sitting room, a living room, a kitchen hall, above four bedrooms, a bedroom, above a maid’s room, a large rooftop, and 6 bathrooms.
The rent is 75 thousand in two payments
With nothing riding"
Riyadh,حي المونسية,Al Munsiyah neighborhood,South,530,7,7,4,2,0,1,1,1,0,0,1,0,1,0,0,0,0,1,45000,مشب وحوش   وداخل مجلس ومقلط وصاله ومطبخ و2 حمام و اربع غرف وصاله و2 حمام,"A fireplace, a courtyard, a living room, a hall, a hall, a kitchen, 2 bathrooms, four rooms, a hall, and 2 bathrooms."
Riyadh,حي اليرموك,Yarmouk neighborhood,North,300,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,"فيلا  للايجار
اليرموك  الغربي 
موقع  ممتاز 
الفيلا  نظيفه 
جميع الخدمات","Villa for rent
Western Yarmouk 
Excellent location 
The villa is clean 
All services"
Riyadh,حي الملقا,Al-Malqa neighborhood,East,200,0,3,5,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,120000,"دبلوكس بحي الملقا للايجار 

الدور الأرضي: مجلس رجال بدورة مياه، صالة، مطبخ مجلس نساء دورة مياه. 

الدور الأول: غرفة نوم رئيسية مع دورة مياه صالة، غرفة نوم بدورة مياه، غرفة نوم ثانية.
الواجهة شمالية زاوية Street 20
تشطيب شخصي 
كاميرات مراقبة
أجهزة انتر...","Duplex in Al Malqa neighborhood for rent 

Ground floor: men’s lounge with a bathroom, hall, kitchen, women’s lounge with a bathroom. 

First floor: master bedroom with bathroom, hall, bedroom with bathroom, second bedroom.
North facade, corner of Street 20
Personal finishing 
Surveillance cameras
Inter devices..."
Riyadh,حي العليا,Olaya district,North,300,3,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,1,0,100000,فيلا لايجار بالكامل في حي العليا خلف مكتب الملك فهد الدور الأرضي يتكون من غرفه نوم وصاله ومجلس و٢حمام ومطبخ راكب مكيفات راكب اسبلت الدور الأول علوي يتكون من ٤ غرفه نوم وصاله ومجلس و٣حمامات ومخزن ومطبخ راكب مكيفات راكب الدور الاخير يتكون من غرفه نوم و...,"A villa for rent entirely in the Olaya district behind King Fahd’s office. The ground floor consists of a bedroom, a hall, a sitting room, 2 bathrooms, and a kitchen with air conditioners installed and split. The first floor is an upper floor consisting of 4 bedrooms, a living room, a sitting room, 3 bathrooms, a storeroom, and a kitchen with air conditioners installed. The last floor consists of a bedroom and..."
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000,"فيلا للايجار بالعارض 
مساحة ٢٥٠م 
شارع ٢٠ شرق 
مدخل سيارة 
غرفه سايق
 مجلس مقلط صاله مستودع حوش مطبخ دورتين مياة 
الاول ثلاث غرف منهم غرفة ماستر 
السطح صاله العاب ونظيفة
وغرفه خادمة ومستودع 
مطبخ ومكيفات راكبة
٨٥ الف دفعتين","Villa for rent in Al Arid 
Area 250 m 
East 20th Street 
Car entrance 
Driver's room
 A living room, a hall, a warehouse, a kitchen, and two bathrooms 
The first has three rooms, including a master room 
The roof is a games room and clean
A maid's room and a warehouse 
Kitchen and air conditioners installed
85 thousand in two payments"
Riyadh,حي الياسمين,Al-Yasmine neighborhood,South,300,4,4,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,85000,"لايجار فله في حي الياسمين مربع 4
درج صاله دبلكس متلاصق من الجانبمساحة 300
شارع 14 جنوبية
مجلس و صاله ومقلط ومطبخ وغرفه سواق 
ومستودع الدور الاول 4 غرفه نوم وصاله 
ا
السطح غرفه شغاله وغسيل غرفه بدوره مياه 
85000 دفعتين 
80000 دفعة وحده 
لتوصل على الرق...","For rent a villa in Al-Yasmeen neighborhood, square 4
Duplex hall staircase adjacent to the side, area 300
South 14th Street
A sitting room, a living room, a living room, a kitchen, and a driving room 
The first floor warehouse has 4 bedrooms and a hall 
A
The roof has a working room, a laundry room and a water supply room 
85,000 in two payments 
80,000 batches alone 
To arrive on paper..."
Riyadh,حي الحزم,Al-Hazm neighborhood,North,320,2,6,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,30000,ايجار دور ارضي نظيف مجلس ومقلط وصاله ومطبخ وثلاث غرف نوم وغرفة شغاله ومدخل سياره,"Renting a clean ground floor: sitting room, living room, kitchen, three bedrooms, a maid’s room, and a car entrance"
Riyadh,حي العارض,Al-Arid neighborhood,Northern East,375,0,5,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,90000,"فيلا اللا يجار 
في حي العارض 
شمال التمانين
مجلس رجال بدورة 
وصاله 
وومقلط
وغرفه طعام 
ومدخل سياره 
وغرفه سائق 
وكمارات 
العلوي 
خمس غرف نوم 
وصالهوالسطح سطح 
وغرفه خادمه 
مطبخ والمكيفات راكب 
السعر ٩٠ الف ريال دفعتين","Villa not rented 
In Al-Arid neighborhood 
North of the 80s
Men's Council in Doura 
A hall 
Wooooow
And a dining room 
And a car entrance 
And a driver's room 
And as cameras 
upper 
Five bedrooms 
And the surface is a surface 
And a maid's room 
Kitchen and air conditioners installed 
The price is 90 thousand riyals in two payments"
Riyadh,حي الندى,Al-Nada neighborhood,North,260,9,5,5,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000,"للايجار فيلا دوبلكس في حي الندي 
عباره عن 
4غرف نوم منهم 2ماستر ومجلس ومقلط وصاله و5حمام
راكب مطبخ وراكب مكيفات اسبليت وغرفة خادمه وغرفة سايق
وحوش ومسبح ومدخل سياره 
الموقع ممتاز قريبه من جميع الخدمات","Duplex villa for rent in Al-Nada neighborhood 
It's about 
4 bedrooms, including 2 master rooms, a sitting room, a living room, and 5 bathrooms
A kitchen, a split air conditioner, a maid's room, and a driver's room
Monsters, swimming pool, and car entrance 
The location is excellent, close to all services"
Riyadh,حي الملقا,Al-Malqa neighborhood,South,353,3,4,3,2,1,1,0,1,1,1,0,1,0,0,0,1,0,0,140000,"@4tunerealty

للايجار فلل داخل كمباوند بيوت التلال الذكية بحي الملقا
 مدخل خاص ومدخل كراج الدور الارضي مجالس وغرفة خادمة وغرفة غسيل
 الدور العلوي 3 غرف نوم منها واحدة ماستر ومجلس مطل على الحديقة 
مؤثثة بالكامل مع حديقة مشتركة ونادي رياضي ومسبح وساونا...","@4tunerealty

Villas for rent inside the Smart Hills Homes Compound in Al Malqa District
 Private entrance, garage entrance, ground floor, sitting rooms, maid's room, and laundry room
 The upper floor has 3 bedrooms, including one master and a sitting room overlooking the garden 
Fully furnished with a shared garden, gym, swimming pool and sauna..."
Riyadh,حي الملقا,Al-Malqa neighborhood,North,606,0,4,4,2,0,1,1,1,0,1,0,1,1,1,0,1,1,0,450000,"(( نعتذر للوسطاء ))
فيلا ((مودرن )) 
* الدور الارضي : مجلسين رجال، مقلط، صالة مفتوحة مجلس نسا صاله طعام  ، مطبخ  مستودع 3دورات مياه
* الدور الاول: جناح رئيسي مع دورة مياه وغرفة ملابس، غرفتين نوم بدورة مياه، غرفة نوم بدورة مياه، بوفيه، صالة 
بدروم مسب...","((We apologize to the mediators))
Villa ((Modern)) 
* Ground floor: two men’s sitting rooms, a living room, an open hall, a women’s sitting room, a dining hall, a kitchen, a storeroom, and 3 bathrooms.
* First floor: master suite with bathroom and dressing room, two bedrooms with bathroom, bedroom with bathroom, buffet, hall 
Seated basement..."
Riyadh,حي النرجس,Narjis neighborhood,North,220,2,3,3,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,143000,"للإيجار فيلا في كمباوند النرجس
3 غرف نوم 
صالة علوية
صالة استقبال
غرفة خادمة
غرفة سائق 
مدخل سيارة
مكيفات راكبة 
مطبخ راكب 
مسبح مشترك رجالي
نادي رياضي
حراسة امنية 24 ساعة","For rent villa in Narges Compound
3 bedrooms 
Upper lounge
Reception hall
Maid's room
Driver's room 
Car entrance
Installed air conditioners 
Fixed kitchen 
Men's shared swimming pool
sports club
24 hour security guard"
Riyadh,حي الملك عبدالله,King Abdullah District,East,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000,الفيلا مؤثثة ومفروشة بالكامل,The villa is fully furnished and furnished
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...","Duplex villa for rent in a very excellent location near Lubna Olayan Compound and the International American School. The villa consists of:



######ground floor######
Front yard and small back yard
council
Spacious hall
Installed kitchen (opens to the hall and courtyard)

######the second floor######
4..."
Riyadh,حي الملك عبدالله,King Abdullah District,East,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000,الفيلا مؤثثة ومفروشة بالكامل,The villa is fully furnished and furnished
Riyadh,حي الرائد,Al-Raed neighborhood,West,750,10,5,5,2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,250000,"للايجار فيلا بحي الرائد مساحة 750م شارع 20 غربي مع حديقة ومسبح (مجدده بالكامل)
تتكون من = مدخل سياره + غرفه سائق مع مطبخ ودوره مياه + حديقه خارجيه + مسبح 
الارضي= مجلس رجال رئيسئ مع اخر فرعي أوبن + مجلس نساء + غرفة لكبار السن + سفره طعام + صاله مفتوح...","For rent, villa in Al-Raed district, area of ​​750 square meters, West 20th Street, with garden and swimming pool (completely renovated)
It consists of = car entrance + driver’s room with kitchen and bathroom + outdoor garden + swimming pool 
Ground = main men's hall with another open branch + women's hall + room for the elderly + dining room + open hall..."
Riyadh,حي العارض,Al-Arid neighborhood,North,270,3,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,"دبلكس بقراج وغرفة سائق 
حوش امامي 15 متر 
حوش خلفي 10 متر .. 
خيمة.. 
ارضي : مجلس بحمام مقلط صالة كبيرة بحمام ومطبخ .. 
اول : غرفتين ماستر وغرفتين بينهم حمام وصالة .. 
ثاني : غرفة خادمة بحمامها و صالة غسيل سطح كبير و غرفة العاب كبيرة زجاج .. 
صالات ب...","Duplex with garage and driver's room 
Front yard 15 meters 
10 meter back yard.. 
tent.. 
Ground: sitting room with mixed bathroom, large hall with bathroom and kitchen.. 
First: two master rooms and two rooms, including a bathroom and a hall.. 
Second: A maid’s room with its own bathroom, a large laundry room, and a large glass-enclosed games room. 
Lounges with..."
Riyadh,حي الملك عبدالله,King Abdullah District,East,200,0,3,4,3,1,1,0,1,1,1,1,1,1,1,0,1,0,0,95000,الفيلا مؤثثة ومفروشة,The villa is furnished and furnished
Riyadh,حي التعاون,Al Taawun neighborhood,Southern East,250,0,4,5,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,130000,"للإيجار   فلل وشقق   بكمباوند في حي التعاون

الموقع ممتاز ومتوفرة جميع الخدمات
يتكون المجمع من 155 وحدة سكنية
 تحتوي على 144 شقة سكنية مكونه من 6 عمائر كل عمارة تتكون من ا ادوار الشقق تبدأ أسعارها من 60,000 إلى 100,000 بحسب اختلاف مساحة الوحدة بالإضا...","For rent, villas and apartments in a compound in the Al-Taawun neighborhood

The location is excellent and all services are available
The complex consists of 155 residential units
 It contains 144 residential apartments consisting of 6 buildings. Each building consists of floors of apartments. Prices start from 60,000 to 100,000 according to the difference in unit area in addition..."
Riyadh,حي الخزامى,Al-Khuzama neighborhood,South,250,15,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,100000,"فيلا تتكون من صالة + مطبخ + حمام في الدور الارضي
غرفتين + حمامين مع كل غرفة في الدور الاول
غرفة شغالة + مع حمام في الدور الثاني
مطبخ راكب جديد + ثلاجة جديدة + فرن كهربائي جديد
مكيفات جديدة
فيلا داخل مجمع فلل سكنية يوجد مسبح عام ونادي رياضي وحدائق","A villa consisting of a living room + kitchen + bathroom on the ground floor
Two rooms + two bathrooms, with each room on the first floor
Maid room + bathroom on the second floor
New fitted kitchen + new refrigerator + new electric oven
New air conditioners
A villa within a residential villa complex, there is a public swimming pool, a gym, and gardens"
Riyadh,حي العزيزية,Al-Azizia neighborhood,Southern West,800,20,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000,سكني + تجاري,Residential + commercial
Riyadh,حي المدينة الصناعية الجديدة,New Industrial City District,Northern West,800,20,5,5,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,100000,سكني,residential
Riyadh,حي النزهة,Al-Nuzha district,West,730,10,5,5,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,350000,"للإيجار فيلا فاخره دورين عدد ٩ غرف ومكتبين ومطبخين وغرفة حارس وغرفة خادمه وحديقة في حي النزهة بالقرب من مجمع النخيل وبالقرب من مسجد طلال بن عبدالعزيز. 

للتواصل رقم 0569676892","For rent, a luxury villa on two floors, 9 rooms, two offices, two kitchens, a guard’s room, a maid’s room, and a garden in the Al-Nuzha neighborhood, near the Nakheel complex and near the Talal bin Abdulaziz Mosque. 

Contact number 0569676892"
Riyadh,حي الخزامى,Al-Khuzama neighborhood,South,400,0,5,5,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,330000,,#VALUE!
Riyadh,حي الملقا,Al-Malqa neighborhood,North,270,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,140000,"فيلا للأجار 270 م 

 3 غرف نوم مجلس صالة","Villa for rent 270 sqm 

 3 bedrooms lounge hall"
Riyadh,حي الملقا,Al-Malqa neighborhood,North,270,3,3,3,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,140000,"فيلا للأجار 270 م 
 3 غرف نوم مجلس صالة
الفيلا تشطيب فاخر و مرتب","Villa for rent 270 sqm 
 3 bedrooms lounge hall
The villa has a luxurious and tidy finish"
Riyadh,حي الملقا,Al-Malqa neighborhood,North,270,2,3,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,140000,"فيلا للأجار 270 م 
 3 غرف نوم مجلس صالة
الفيلا تشطيب فاخر و مرتب","Villa for rent 270 sqm 
 3 bedrooms lounge hall
The villa has a luxurious and tidy finish"
Riyadh,حي بدر,Badr neighborhood,West,300,0,3,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,30000,فلتين للايجار بحي بدر درج داخلي كل فيلا لحال,"Two villas for rent in Badr neighborhood, internal stairs, each villa separately"
Riyadh,حي الندى,Al-Nada neighborhood,Northern East,950,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,350000,للإيجار فلا بحي الندى مؤثثه,"For rent in Al Nada neighborhood, furnished"
Riyadh,حي النهضة,Al-Nahda neighborhood,East,300,15,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000,فله للاجار حي جدا هادي و راقي، طبعا الفله اكانيه تقسيمها دورين تنفع لعائلتين او اكثر.,"It has a villa for rent in a very quiet and upscale neighborhood. Of course, the villa can be divided into two floors, suitable for two or more families."
Riyadh,حي العارض,Al-Arid neighborhood,East,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000,"الوصف
فيلا للايجار مؤثثه شمال Riyadh حي العارض..
مساحة  ٣٧٥م شارع ٢٠شرقي 

مكتمله الفيلا بها مطبخ ومكيفات ومجالس مؤثثه بالكامل اثاث جديد 

يوجد غرفة خادمه

يوجد غرفة سايق

يوجد ملحق خارجي

يوجد نت فايبر الياف بصريه لكامل الفيلا

يوجد كميرات 

يوجد غر...","Description
Furnished villa for rent north of Riyadh, Al-Arid district..
Area: 375 square meters, East 20th Street 

The villa is complete, with a kitchen, air conditioners, and fully furnished sitting rooms with new furniture 

There is a maid's room

There is a driver's room

There is an external extension

There is fiber optic internet for the entire villa

There are cameras 

There is..."
Riyadh,حي طويق,Tuwaiq neighborhood,East,215,2,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,90000,,#VALUE!
Riyadh,حي العارض,Al-Arid neighborhood,East,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,100000,"الوصف
فيلا للايجار مؤثثه شمال Riyadh حي العارض..
مساحة  ٣٧٥م شارع ٢٠شرقي 

مكتمله الفيلا بها مطبخ ومكيفات ومجالس مؤثثه بالكامل اثاث جديد 

يوجد غرفة خادمه

يوجد غرفة سايق

يوجد ملحق خارجي

يوجد نت فايبر الياف بصريه لكامل الفيلا

يوجد كميرات 

يوجد غر...","Description
Furnished villa for rent north of Riyadh, Al-Arid district..
Area: 375 square meters, East 20th Street 

The villa is complete, with a kitchen, air conditioners, and fully furnished sitting rooms with new furniture 

There is a maid's room

There is a driver's room

There is an external extension

There is fiber optic internet for the entire villa

There are cameras 

There is..."
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...","Duplex villa for rent in a very excellent location near Lubna Olayan Compound and the International American School. The villa consists of:



######ground floor######
Front yard and small back yard
council
Spacious hall
Installed kitchen (opens to the hall and courtyard)

######the second floor######
4..."
Riyadh,حي المونسية,Al Munsiyah neighborhood,North,300,0,4,5,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,80000,"يوجد لدينا مجمع فلل للايجار مساحة 300 Street 15 
بدون شقق بناء حديث مودرين 
بحي المونسية الشرقية قريب من الصحابة 
نظام الايجار لانأجر فيلا لوحدها انما الفلل كلها 
نفضل مهندسين او قريبة من هذي الوظائف 
ونفضل الشركات ونفضل العقود لمدة طويلة 
ملاحظة لانؤ...","We have a complex of villas for rent, area 300 Street 15 
No modern construction apartments 
In the Al-Munsiyah Al-Sharqiya neighborhood, close to Al-Sahaba 
Rental system: I do not rent a villa alone, but all villas 
We prefer engineers or those close to these jobs 
We prefer companies and prefer long-term contracts 
Note because..."
